,channelGrouping,date,fullVisitorId,sessionId,socialEngagementType,visitId,visitNumber,visitStartTime,browser,browserSize,browserVersion,deviceCategory,flashVersion,isMobile,language,mobileDeviceBranding,mobileDeviceInfo,mobileDeviceMarketingName,mobileDeviceModel,mobileInputSelector,operatingSystem,operatingSystemVersion,screenColors,screenResolution,city,cityId,continent,country,latitude,longitude,metro,networkDomain,networkLocation,region,subContinent,bounces,hits,newVisits,pageviews,transactionRevenue,visits,adContent,adwordsClickInfo.adNetworkType,adwordsClickInfo.criteriaParameters,adwordsClickInfo.gclId,adwordsClickInfo.isVideoAd,adwordsClickInfo.page,adwordsClickInfo.slot,campaign,isTrueDirect,keyword,medium,referralPath,source,campaignCode
46528,Referral,20170519,653069947099114599,653069947099114599_1495227973,Not Socially Engaged,1495227973,1,2017-05-19 21:06:13,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Linux,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,16,1,16,24640000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
46549,Referral,20170519,1489909135644077602,1489909135644077602_1495262082,Not Socially Engaged,1495262082,9,2017-05-20 06:34:42,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,sbcglobal.net,not available in demo dataset,California,Northern America,,18,,14,279300000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
46557,Organic Search,20170519,0450212169679268027,0450212169679268027_1495208044,Not Socially Engaged,1495208044,6,2017-05-19 15:34:04,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Mountain View,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,18,,18,33980000,1,,,not available in demo dataset,,-1,,,(not set),-1,,organic,,google,unknown
46569,Referral,20170519,9505488127999299537,9505488127999299537_1495228439,Not Socially Engaged,1495228439,4,2017-05-19 21:13:59,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Windows,not available in demo dataset,not available in demo dataset,not available in demo dataset,New York,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,New York NY,(not set),not available in demo dataset,New York,Northern America,,20,,16,35970000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
46575,Referral,20170519,8820042908642083525,8820042908642083525_1495242947,Not Socially Engaged,1495242947,5,2017-05-20 01:15:47,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,comcast.net,not available in demo dataset,not available in demo dataset,Northern America,,20,,17,193190000,1,,,not available in demo dataset,,-1,,,(not set),1,,referral,/,mall.googleplex.com,unknown
46576,Paid Search,20170519,8574963214851619381,8574963214851619381_1495248070,Not Socially Engaged,1495248070,4,2017-05-20 02:41:10,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,20,,16,8980000,1,Google Merchandise Collection,Google Search,not available in demo dataset,EAIaIQobChMIsci43t310wIV0oR-Ch3uRQnWEAAYASAAEgKaivD_BwE,0,1,Top,AW - Accessories,1,YouTube Merchandise,cpc,,google,unknown
46590,Organic Search,20170519,6565636910376220215,6565636910376220215_1495209879,Not Socially Engaged,1495209879,1,2017-05-19 16:04:39,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,(not set),not available in demo dataset,not available in demo dataset,Northern America,,21,1,16,13290000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
46593,Referral,20170519,9076167061423470043,9076167061423470043_1495224970,Not Socially Engaged,1495224970,1,2017-05-19 20:16:10,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,Sunnyvale,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,San Francisco-Oakland-San Jose CA,(not set),not available in demo dataset,California,Northern America,,22,1,17,49280000,1,,,not available in demo dataset,,-1,,,(not set),-1,,referral,/,mall.googleplex.com,unknown
46596,Organic Search,20170519,7691826110185211654,7691826110185211654_1495216390,Not Socially Engaged,1495216390,3,2017-05-19 17:53:10,Chrome,not available in demo dataset,not available in demo dataset,desktop,not available in demo dataset,False,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Macintosh,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,not available in demo dataset,sbcglobal.net,not available in demo dataset,not available in demo dataset,Northern America,,23,,21,42520000,1,,,not available in demo dataset,,-1,,,(not set),1,(not provided),organic,,google,unknown
46599,Organic Search,20170519,4075624190371781954,4075624190371781954_1495206625,Not Socially Engaged,1495206625,1,2017-05-19 15:10:25,Safari,not available in demo dataset,not available in demo dataset,mobile,not available in demo dataset,True,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,not available in demo dataset,iOS,not available in demo dataset,not available in demo dataset,not available in demo dataset,Washington,not available in demo dataset,Americas,United States,not available in demo dataset,not available in demo dataset,Washington DC (Hagerstown MD),(not set),not available in demo dataset,District of Columbia,Northern America,,23,1,19,18990000,1,,,not available in demo dataset,,-1,,,(not set),-1,(not provided),organic,,google,unknown
